,observed,mean.simulated,lowCI,uppCI,sign
K16038,19.90090707,20.63624803,15.68125244,24.80948651,NON SIGNIFICANT
K16039,17.54932038,20.189842,15.31286232,24.21520348,NON SIGNIFICANT
K16040,1,1.954,1,2,NON SIGNIFICANT
K16044,22.30206964,21.49478382,16.88088109,25.00701502,NON SIGNIFICANT
K16045,20.50658884,21.30211604,16.43855874,25.32484925,NON SIGNIFICANT
K16046,17.98371081,21.46823237,16.83146544,25.30098957,NON SIGNIFICANT
K16047,24.38901645,23.42584916,19.34820131,25.94924094,NON SIGNIFICANT
K16049,25.03140094,22.81737529,18.74987081,25.87783108,NON SIGNIFICANT
K16050,24.55305339,21.68231181,16.87068828,25.41897572,NON SIGNIFICANT
K16052,23.81532548,23.13755472,19.29684441,25.89202949,NON SIGNIFICANT
K16053,14.48044693,17.90878416,13.1791035,22.30317136,NON SIGNIFICANT
K16054,19.7134811,20.23877369,15.33716907,24.34946814,NON SIGNIFICANT
K16055,23.94911812,22.10051301,17.61577957,25.75748764,NON SIGNIFICANT
K16066,20.53614562,21.75394703,17.05082681,25.46814349,NON SIGNIFICANT
K16074,21.56635194,21.69401396,17.25657396,25.61499418,NON SIGNIFICANT
K16080,25.0901446,22.3203262,17.56412087,25.80267797,NON SIGNIFICANT
K16087,22.84923088,22.21310416,17.58097598,25.77882805,NON SIGNIFICANT
K16090,23.51511309,24.03086836,20.58145956,25.94670323,NON SIGNIFICANT
K16092,22.86398535,23.65731771,19.77485961,25.91858042,NON SIGNIFICANT
K16094,15.82627592,18.67410659,13.65269246,22.81211434,NON SIGNIFICANT
K16125,15.87969376,20.58802751,15.72708561,24.54494984,NON SIGNIFICANT
K16126,16.20826953,18.0408552,13.23223733,22.64845506,NON SIGNIFICANT
K16128,19.84508043,22.00172444,17.4706777,25.74525221,NON SIGNIFICANT
K16129,18.77943886,22.56106094,18.56092815,25.82429997,NON SIGNIFICANT
K16130,19.40828745,21.04338619,16.59033033,25.03353029,NON SIGNIFICANT
K16131,18.6135343,20.36004888,15.45557761,24.43003817,NON SIGNIFICANT
K16134,3.6,4.964828571,3,6,NON SIGNIFICANT
K16137,24.05931676,23.19597829,19.30305383,25.92994953,NON SIGNIFICANT
K16139,22.98836809,21.95783393,17.38339664,25.66645526,NON SIGNIFICANT
K16146,23.21408672,22.96232424,18.6293435,25.91552243,NON SIGNIFICANT
K16147,24.33926284,24.87573911,21.89841223,26.00111977,NON SIGNIFICANT
K16148,24.62495309,23.54955662,19.91565643,25.9534231,NON SIGNIFICANT
K16150,24.26071115,23.15699586,19.32839306,25.91981241,NON SIGNIFICANT
K16152,1,1,1,1,NON SIGNIFICANT
K16153,14.46692759,18.67503148,13.85647264,22.94508513,NON SIGNIFICANT
K16163,24.24969216,22.39102326,18.25231266,25.7195312,NON SIGNIFICANT
K16164,23.64270749,22.14769168,17.49290055,25.75710478,NON SIGNIFICANT
K16165,25.13487003,22.93688307,18.83475812,25.81582996,NON SIGNIFICANT
K16167,25.11128903,23.48000275,19.39645485,25.90681034,NON SIGNIFICANT
K16168,25.70237078,22.52108534,18.04554943,25.77843038,NON SIGNIFICANT
K16171,24.17416695,22.75709419,18.44237129,25.91603532,NON SIGNIFICANT
K16179,18.03219923,19.09520858,13.98289735,23.35386696,NON SIGNIFICANT
K16181,15.36,19.58459669,14.75127937,23.9963874,NON SIGNIFICANT
K16182,6.736842105,9.119817957,5.818181818,12.8,NON SIGNIFICANT
K16190,17.02472727,20.69981808,15.99139566,24.67480198,NON SIGNIFICANT
K16199,17.79490322,21.47249795,17.12588585,25.39378339,NON SIGNIFICANT
K16200,21.59383119,21.77645634,17.14178398,25.57331679,NON SIGNIFICANT
K16201,20.68782175,20.73404278,16.09653723,24.81064533,NON SIGNIFICANT
K16202,21.91677503,20.37614321,15.34682605,24.61615549,NON SIGNIFICANT
K16203,24.44661907,23.72134233,20.03809579,25.91826511,NON SIGNIFICANT
K16210,19.49356202,20.15595349,14.96083274,24.41016512,NON SIGNIFICANT
K16211,22.48458672,23.13034199,19.28179381,25.92601836,NON SIGNIFICANT
K16213,20.61241709,21.52525034,16.78109547,25.39692281,NON SIGNIFICANT
K16216,18.9331726,19.73553497,14.77020076,23.86242245,NON SIGNIFICANT
K16229,20.71923161,21.69660617,17.3193843,25.5029619,NON SIGNIFICANT
K16232,1,1.941,1,2,NON SIGNIFICANT
K16238,24.72853624,22.64549887,18.30222612,25.87690637,NON SIGNIFICANT
K16239,22.10499456,20.64067013,15.29764834,24.85391478,NON SIGNIFICANT
K16242,19.441621,21.06896966,16.32608097,24.97018937,NON SIGNIFICANT
K16243,22.76496962,20.7675438,16.35556354,24.7980561,NON SIGNIFICANT
K16244,23.26783246,19.79315533,14.40064236,23.99975297,NON SIGNIFICANT
K16245,21.21414265,19.46989903,15.06757846,23.62178445,NON SIGNIFICANT
K16254,20.77149985,22.50058523,17.86962619,25.81285051,NON SIGNIFICANT
K16255,17.22264771,20.04755978,15.42149906,24.40666338,NON SIGNIFICANT
K16260,21.094796,20.56795675,16.16240972,24.46365798,NON SIGNIFICANT
K16264,24.45720651,24.40280594,21.06748334,25.972342,NON SIGNIFICANT
K16267,20.69931299,21.81086362,17.45321286,25.49360182,NON SIGNIFICANT
K16291,22.10340812,22.23615498,17.69260562,25.74920226,NON SIGNIFICANT
K16299,20.23716864,20.01551082,14.89206064,24.39121001,NON SIGNIFICANT
K16301,20.79595638,22.76189,18.39986481,25.84826636,NON SIGNIFICANT
K16303,23.25287833,20.92477455,15.83859333,24.8683791,NON SIGNIFICANT
K16306,18.47383502,19.50043775,14.79444047,23.62145894,NON SIGNIFICANT
K16307,11.58850575,15.17007682,10.70162871,19.31417625,NON SIGNIFICANT
K16321,1,1,1,1,NON SIGNIFICANT
K16328,21.93309578,21.3466452,16.41080825,25.44616026,NON SIGNIFICANT
K16329,23.91233368,23.60372709,19.78098933,25.92818641,NON SIGNIFICANT
K16342,8.941605839,12.63504272,8.448275862,16.78082192,NON SIGNIFICANT
K16347,21.76481739,19.61587189,14.40712081,24.08686726,NON SIGNIFICANT
K16348,2,1.953,1,2,NON SIGNIFICANT
K16363,22.84259895,22.85887381,18.58014676,25.897628,NON SIGNIFICANT
K16365,21.20782981,20.0673444,15.27858775,24.48064892,NON SIGNIFICANT
K16371,23.05576225,21.89248211,17.32911455,25.81061171,NON SIGNIFICANT
K16395,18.26377982,19.89650824,14.9616075,24.10429431,NON SIGNIFICANT
K16398,24.63994578,21.15683771,16.55128216,25.12888894,NON SIGNIFICANT
K16416,20.23381269,22.57478694,18.19550396,25.86394763,NON SIGNIFICANT
K16422,22.91489622,22.97901159,19.0060782,25.89213716,NON SIGNIFICANT
K16424,15.62339266,20.17639794,15.08517482,24.37095199,NON SIGNIFICANT
K16426,14.32664756,17.68299469,12.91093189,21.97923222,NON SIGNIFICANT
K16427,21.42295444,21.23687388,16.67406894,24.99900379,NON SIGNIFICANT
K16431,21.74251485,21.08532243,16.32773712,24.90613068,NON SIGNIFICANT
K16433,1.8,2.8172,1.8,3,NON SIGNIFICANT
K16434,20.34172358,21.46753549,16.97030856,25.119448,NON SIGNIFICANT
K16436,23.07035199,20.53526903,16.06518174,24.55578252,NON SIGNIFICANT
K16440,16.41789177,18.53074665,13.69362321,22.83104438,NON SIGNIFICANT
K16444,24.79674762,21.76429474,17.35517044,25.61596159,NON SIGNIFICANT
K16509,19.58650979,19.10213754,13.94693716,23.19844995,NON SIGNIFICANT
K16511,16.93006479,19.32652386,14.43881738,23.7419534,NON SIGNIFICANT
K16514,17.60314303,21.77667528,17.20631068,25.57518346,NON SIGNIFICANT
K16515,25.74425778,22.59259444,18.55898565,25.86234111,NON SIGNIFICANT
K16526,2.666666667,3.6048,2.666666667,4,NON SIGNIFICANT
K16554,22.20714989,24.45679138,21.14129166,25.9981342,NON SIGNIFICANT
K16555,25.31267141,21.81001827,17.10421058,25.61295284,NON SIGNIFICANT
K16556,18.58670078,20.19566353,15.30592031,24.07265346,NON SIGNIFICANT
K16558,18.14143318,20.37977962,15.67160263,24.50080133,NON SIGNIFICANT
K16559,19.31899642,20.30902485,15.69875262,24.43396967,NON SIGNIFICANT
K16561,17.38945565,20.72447753,16.16102996,24.76029541,NON SIGNIFICANT
K16563,14.66605619,19.35228826,14.42843681,23.65431818,NON SIGNIFICANT
K16564,17.95987692,19.72771464,14.82082682,23.84043145,NON SIGNIFICANT
K16567,23.02880159,20.96483081,16.3298156,24.78856474,NON SIGNIFICANT
K16645,23.24387457,20.2934308,15.70582588,24.22012473,NON SIGNIFICANT
K16647,19.75529775,20.96819778,16.34779172,25.0972073,NON SIGNIFICANT
K16648,21.28364249,23.09783735,18.8298564,25.90813005,NON SIGNIFICANT
K16649,23.09323893,21.84145302,17.45372291,25.75472729,NON SIGNIFICANT
K16650,25.04580254,22.83133019,18.70829051,25.84903157,NON SIGNIFICANT
K16652,22.57262398,21.88278562,17.06948875,25.64977758,NON SIGNIFICANT
K16653,22.12869292,22.40556307,18.18218248,25.78965733,NON SIGNIFICANT
K16695,17.25076146,20.03813695,15.21812269,24.26595077,NON SIGNIFICANT
K16697,19.54033689,20.80616877,16.12425128,24.57684368,NON SIGNIFICANT
K16698,15.88990756,20.34364547,15.68113475,24.5936177,NON SIGNIFICANT
K16699,7.117647059,7.342813072,4.481481481,11,NON SIGNIFICANT
K16703,24.579939,22.19761415,18.02253388,25.78624951,NON SIGNIFICANT
K16704,21.18648769,20.41352995,15.82485582,24.34690876,NON SIGNIFICANT
K16709,1,1,1,1,NON SIGNIFICANT
K16710,16.65817905,20.31819696,15.15878761,24.4353761,NON SIGNIFICANT
K16719,15.29776496,17.85523948,13.11961402,22.19514168,NON SIGNIFICANT
K16732,20.14240305,18.59949318,14.09736321,22.65610783,NON SIGNIFICANT
K16783,19.63009524,20.88963547,15.84957974,24.98367953,NON SIGNIFICANT
K16784,23.59048485,21.63745497,17.33180747,25.33727989,NON SIGNIFICANT
K16785,24.97347649,23.53071888,19.9459187,25.92315108,NON SIGNIFICANT
K16786,23.16563742,23.57208042,19.01677878,25.92335009,NON SIGNIFICANT
K16787,19.82975938,20.34320935,15.88265773,24.62926322,NON SIGNIFICANT
K16788,19.43249062,20.12677255,15.33862818,24.2591332,NON SIGNIFICANT
K16795,16.8531012,17.4755532,12.85284559,21.8463968,NON SIGNIFICANT
K16838,20.14100649,20.76838637,15.94088968,24.96158947,NON SIGNIFICANT
K16839,18.73834706,20.9167234,15.98921398,24.91355805,NON SIGNIFICANT
K16840,23.14404808,20.93881092,16.195584,25.03011088,NON SIGNIFICANT
K16841,25.54678107,22.07522254,17.75071519,25.6759961,NON SIGNIFICANT
K16843,18.87955694,19.69306099,14.82827401,24.14603691,NON SIGNIFICANT
K16844,21.1175066,21.83966697,17.32708376,25.73102049,NON SIGNIFICANT
K16845,21.12550863,20.52558486,16.023264,24.56155286,NON SIGNIFICANT
K16849,16.81740977,17.57237644,12.71377633,21.97687031,NON SIGNIFICANT
K16850,21.42869475,20.2240693,15.42453304,24.54454359,NON SIGNIFICANT
K16862,22.10708117,20.00859607,15.35842351,23.98569557,NON SIGNIFICANT
K16868,20.02516249,20.70531537,16.04298585,24.6113454,NON SIGNIFICANT
K16870,20.59342329,22.27163288,17.76293306,25.74945572,NON SIGNIFICANT
K16872,19.4436366,20.50545978,15.74111297,24.5236277,NON SIGNIFICANT
K16873,24.13425789,22.3889192,18.22877619,25.80268253,NON SIGNIFICANT
K16874,25.15332338,23.33232137,18.96342948,25.92829315,NON SIGNIFICANT
K16876,23.78497468,21.8061525,17.08037505,25.70612474,NON SIGNIFICANT
K16877,23.9658213,24.14129978,20.81202477,25.9651245,NON SIGNIFICANT
K16881,22.59555827,24.37895929,21.18340979,25.99342978,NON SIGNIFICANT
K16907,18.07874536,20.00117434,15.217484,24.11268996,NON SIGNIFICANT
K16911,12.51714077,16.99243192,12.42605328,21.31801242,NON SIGNIFICANT
K16914,14.31308669,18.56381468,13.81320672,22.55054086,NON SIGNIFICANT
K16915,17.62424581,20.33415176,15.62779376,24.41638814,NON SIGNIFICANT
K16919,4,3.560533333,2,4,NON SIGNIFICANT
K16922,22.06050665,23.30557207,19.48382794,25.87666402,NON SIGNIFICANT
K16923,21.90970638,21.96547308,17.03632491,25.69750846,NON SIGNIFICANT
K16924,21.60196071,20.71133236,16.2455385,24.74856909,NON SIGNIFICANT
K16925,19.04028727,21.43060722,16.47439179,25.67773339,NON SIGNIFICANT
K16927,22.86660565,23.01788066,18.59116877,25.87184423,NON SIGNIFICANT
K16936,15.96416938,19.48801939,14.51871944,23.44362465,NON SIGNIFICANT
K16937,23.5756953,23.25719425,19.59250305,25.87011653,NON SIGNIFICANT
K16950,19.48549378,21.12372081,16.52868451,24.86348395,NON SIGNIFICANT
K16951,19.008591,20.13538827,15.12313449,24.36405782,NON SIGNIFICANT
K16953,22.69703849,21.5430916,16.96245707,25.45683587,NON SIGNIFICANT
K16958,18.50952466,19.04295057,14.52822956,23.42162326,NON SIGNIFICANT
K16960,14.08579882,16.99330065,12.47644818,21.06637168,NON SIGNIFICANT
K16963,11.40314136,14.96852355,10.94065998,19.10526316,NON SIGNIFICANT
K16968,24.57051211,21.38486715,16.87998356,25.23619286,NON SIGNIFICANT
K16969,23.14876577,20.27142328,15.12504303,24.57576014,NON SIGNIFICANT
K17043,13.02512563,15.28712177,10.98074348,19.4887218,NON SIGNIFICANT
K17051,12.97837838,16.13508188,11.62641652,20.34745763,NON SIGNIFICANT
K17064,17.35839479,20.060525,14.9078806,24.45270802,NON SIGNIFICANT
K17066,15.81727575,15.0206967,10.23761346,19.75518672,NON SIGNIFICANT
K17067,24.13924819,21.6454872,16.96052186,25.71122054,NON SIGNIFICANT
K17073,15.33007881,18.66094421,13.91255625,22.8844128,NON SIGNIFICANT
K17074,5.444444444,5.47868327,3.266666667,7,NON SIGNIFICANT
K17076,16.4332999,18.23993252,13.39601902,22.72438869,NON SIGNIFICANT
K17080,1.8,2.7996,1.8,3,NON SIGNIFICANT
K17081,19.89641261,20.28976593,15.61403955,24.2911798,NON SIGNIFICANT
K17099,2.666666667,3.589866667,2.65,4,NON SIGNIFICANT
K17103,25.54272492,24.1208347,20.64345296,25.96824096,NON SIGNIFICANT
K17108,18.39248769,22.6024126,18.35609834,25.83803195,NON SIGNIFICANT
K17202,22.04970511,21.14209457,16.44980772,25.25349483,NON SIGNIFICANT
K17203,21.62032889,21.75898472,17.31518015,25.44835759,NON SIGNIFICANT
K17205,20.55589124,19.68491913,14.56769039,24.03456733,NON SIGNIFICANT
K17206,14.07556118,18.93026599,13.75012734,23.61261767,NON SIGNIFICANT
K17208,15.59785933,17.77568404,12.92739369,22.12798265,NON SIGNIFICANT
K17210,19.76255461,20.05485915,15.07289713,24.29056832,NON SIGNIFICANT
K17213,17.17409164,19.80910624,15.18559128,24.09137471,NON SIGNIFICANT
K17214,20.9589506,20.53427914,15.92504254,24.43202962,NON SIGNIFICANT
K17215,22.98992378,20.93423144,16.25821356,24.79336753,NON SIGNIFICANT
K17218,24.20019238,24.4731195,21.00149889,25.9705858,NON SIGNIFICANT
K17220,3,2.826,1.8,3,NON SIGNIFICANT
K17222,25.73343268,22.59118288,18.36285492,25.8144236,NON SIGNIFICANT
K17224,24.96684415,22.83117144,18.36149552,25.88947089,NON SIGNIFICANT
K17226,25.64854171,23.12474888,19.18514672,25.91979355,NON SIGNIFICANT
K17228,23.5394245,23.11497625,19.01336098,25.92968937,NON SIGNIFICANT
K17229,15.25717686,19.52201348,14.54159973,23.61006626,NON SIGNIFICANT
K17237,19.77996927,20.0467394,15.36270976,24.42680992,NON SIGNIFICANT
K17239,22.63752624,21.59501217,16.6916895,25.51784745,NON SIGNIFICANT
K17240,16.09532413,19.47231872,14.47667841,23.57882328,NON SIGNIFICANT
K17241,22.12005421,20.3645751,15.8520121,24.48551454,NON SIGNIFICANT
K17242,22.35624507,20.74596202,15.89976648,25.03749432,NON SIGNIFICANT
K17243,22.92588112,19.62903449,14.76086374,23.80351468,NON SIGNIFICANT
K17245,21.40941129,20.54111676,16.03606523,24.885178,NON SIGNIFICANT
K17246,22.32733725,20.58343297,15.93819502,24.53975492,NON SIGNIFICANT
K17247,25.30435584,23.62326634,19.97603242,25.95390892,NON SIGNIFICANT
K17249,9.442622951,13.69292461,9.288464516,17.72307692,NON SIGNIFICANT
K17266,8.909090909,11.70172259,7.682579186,15.68,NON SIGNIFICANT
K17285,25.98066866,24.70306378,21.44192831,26.00475799,NON SIGNIFICANT
K17286,17.01539179,18.75157183,13.64521735,23.16493937,NON SIGNIFICANT
K17299,14.61038961,15.42954604,10.92127378,19.73684211,NON SIGNIFICANT
K17302,5.4,6.550368157,3.857142857,9,NON SIGNIFICANT
K17315,23.46938194,22.39889563,18.22466341,25.73048847,NON SIGNIFICANT
K17316,23.03936077,21.90224402,17.65152632,25.62832679,NON SIGNIFICANT
K17317,23.3989779,21.68626461,17.1615792,25.48817691,NON SIGNIFICANT
K17321,25.72814581,22.97688175,18.61485818,25.88986584,NON SIGNIFICANT
K17322,25.30002562,22.30390862,17.88346845,25.77782145,NON SIGNIFICANT
K17323,25.66949195,22.10019173,17.43389205,25.69105131,NON SIGNIFICANT
K17324,24.23562785,22.04565599,17.32144057,25.72483443,NON SIGNIFICANT
K17325,24.67519122,21.87108127,17.21092562,25.69754681,NON SIGNIFICANT
K17329,23.39262476,23.36665628,19.46527475,25.91543714,NON SIGNIFICANT
K17330,22.94579428,23.36696733,19.21982373,25.92387253,NON SIGNIFICANT
K17331,23.27658299,23.19223059,19.11073089,25.90844378,NON SIGNIFICANT
K17360,15.78536027,18.97830898,13.92748373,23.17050675,NON SIGNIFICANT
K17362,19.7786949,19.67787062,14.55986994,23.95647237,NON SIGNIFICANT
K17364,24.33929846,21.3042882,16.62265385,25.43626369,NON SIGNIFICANT
K17382,19.9264257,20.67762698,16.22653635,24.65857964,NON SIGNIFICANT
K17450,10.28571429,7.852563335,4.8,10.28571429,NON SIGNIFICANT
K17462,20.23771822,19.54559637,14.71768602,23.83922386,NON SIGNIFICANT
K17464,5.333333333,6.081058586,4,8,NON SIGNIFICANT
K17471,16.67928623,18.25405883,13.329672,22.55265732,NON SIGNIFICANT
K17474,20.83002895,22.1617921,17.24899878,25.74395986,NON SIGNIFICANT
K17484,1,1,1,1,NON SIGNIFICANT
K17486,8.892307692,12.52570003,8.49692029,16.51428571,NON SIGNIFICANT
K17488,20.33832681,22.27101988,17.75541075,25.82665951,NON SIGNIFICANT
K17489,19.71210201,19.88805621,15.1310669,24.0395387,NON SIGNIFICANT
K17490,2.777777778,4.261715735,2.272727273,5,NON SIGNIFICANT
K17491,11.13043478,12.20823008,8.258064516,16.51612903,NON SIGNIFICANT
K17593,9.307692308,7.446717645,4.481481481,11,NON SIGNIFICANT
K17607,1,1,1,1,NON SIGNIFICANT
K17623,19.53174218,20.30811313,15.40608089,24.42789674,NON SIGNIFICANT
K17624,17.06355741,20.07440935,15.49440744,24.4004422,NON SIGNIFICANT
K17640,20.36833901,20.46868619,15.62414509,24.49008485,NON SIGNIFICANT
K17680,17.51785814,21.17101719,16.27420274,25.10038017,NON SIGNIFICANT
K17686,24.90741052,25.01461715,22.30340569,26.01542999,NON SIGNIFICANT
K17713,23.95773672,23.59483276,19.72315804,25.94889997,NON SIGNIFICANT
K17716,21.83440688,21.06537945,16.56800923,24.91858564,NON SIGNIFICANT
K17717,20.59806702,20.9794709,16.34057195,24.78835884,NON SIGNIFICANT
K17722,24.03034392,21.55180324,17.14331293,25.55033618,NON SIGNIFICANT
K17723,25.20345005,22.70680863,18.26643844,25.84344765,NON SIGNIFICANT
K17724,23.32793445,21.13483177,16.77534863,24.92360528,NON SIGNIFICANT
K17733,20.37827792,22.15095906,17.64249358,25.72470677,NON SIGNIFICANT
K17736,21.6866364,21.53371515,16.80313896,25.39672285,NON SIGNIFICANT
K17738,17.68138923,19.92144322,15.04020009,23.96534948,NON SIGNIFICANT
K17739,22.71987546,20.04395464,15.29574978,24.36729212,NON SIGNIFICANT
K17742,18.58706162,19.54297582,14.9149175,23.62434679,NON SIGNIFICANT
K17743,16.41020166,18.23469291,13.10603028,22.65681906,NON SIGNIFICANT
K17745,15.78284672,17.50177084,12.72731036,21.67805333,NON SIGNIFICANT
K17752,24.77303794,22.46306138,18.17035485,25.81150034,NON SIGNIFICANT
K17754,16.99708613,19.461132,14.15515522,23.72346085,NON SIGNIFICANT
K17756,18.9976395,20.23548894,15.44272159,24.46514983,NON SIGNIFICANT
K17758,23.25245086,24.49255038,21.52378951,25.98199118,NON SIGNIFICANT
K17759,19.93965894,20.17310189,15.31863757,24.24158828,NON SIGNIFICANT
K17760,24.34809322,23.74664657,20.14108862,25.93859524,NON SIGNIFICANT
K17761,15.85321101,17.165238,12.49119047,21.51149145,NON SIGNIFICANT
K17762,24.52000755,22.62585876,18.49274538,25.79491084,NON SIGNIFICANT
K17763,25.33091949,23.45692089,19.61782524,25.93741391,NON SIGNIFICANT
K17768,19.20299217,20.74676778,15.64147455,24.6853812,NON SIGNIFICANT
K17790,4,3.617733333,2.666666667,4,NON SIGNIFICANT
K17803,14.5518117,19.66084005,14.52687844,23.89115609,NON SIGNIFICANT
K17805,20.59064081,18.99835275,14.33301456,23.33305201,NON SIGNIFICANT
K17817,15.57237656,20.34461991,15.5473703,24.64839969,NON SIGNIFICANT
K17818,23.10109593,21.63298012,16.84719277,25.49549013,NON SIGNIFICANT
K17828,23.42390203,24.03740938,20.25964053,25.95342267,NON SIGNIFICANT
K17829,24.07175419,22.90530104,18.78738158,25.84237969,NON SIGNIFICANT
K17835,16.66876338,20.98240371,15.80033368,25.05497024,NON SIGNIFICANT
K17836,23.21073204,23.74418643,20.35904914,25.91666258,NON SIGNIFICANT
K17837,24.97933711,24.06548198,20.59406951,25.95589754,NON SIGNIFICANT
K17838,22.77434857,21.15321327,16.26401879,25.39056977,NON SIGNIFICANT
K17840,24.70687407,21.82863039,17.19436749,25.45995262,NON SIGNIFICANT
K17842,19.85603113,18.87004356,14.33426966,23.04636455,NON SIGNIFICANT
K17867,15.0037669,18.74518712,14.09780697,22.86833643,NON SIGNIFICANT
K17876,16.42479707,19.90979515,15.14684406,23.94237679,NON SIGNIFICANT
K17879,17.19711418,19.8517416,15.07523531,23.93691596,NON SIGNIFICANT
K17882,23.59268621,21.09717833,16.3671186,25.04974438,NON SIGNIFICANT
K17883,24.70479743,21.96604203,17.2874575,25.75439967,NON SIGNIFICANT
K17884,24.8257093,21.98163079,17.33550193,25.70136421,NON SIGNIFICANT
K17892,22.79241498,20.82408323,16.24548454,24.83342308,NON SIGNIFICANT
K17893,18.29056595,20.09884938,15.32240958,24.36006103,NON SIGNIFICANT
K17899,1.8,2.824,1.8,3,NON SIGNIFICANT
K17900,1,1,1,1,NON SIGNIFICANT
K17907,14.78553616,15.57955738,11.12278778,19.82943144,NON SIGNIFICANT
K17925,6.25,7.019660756,4.166666667,10,NON SIGNIFICANT
K17938,21.34077748,20.79635254,15.79892077,24.92313912,NON SIGNIFICANT
K17940,14.07696055,18.68497372,13.93317103,22.92786485,NON SIGNIFICANT
K17947,19.50452918,23.38891012,19.44730952,25.93234374,NON SIGNIFICANT
K17972,14.03398378,18.06685862,13.26611399,22.21801862,NON SIGNIFICANT
K17989,18.63110767,20.76271285,16.00400979,24.66919249,NON SIGNIFICANT
K17991,16.92367242,18.75821499,13.70346176,23.19191513,NON SIGNIFICANT
K18005,19.07831046,20.65986982,15.85495534,24.68109135,NON SIGNIFICANT
K18006,21.46351074,20.0401034,15.03327938,24.56354,NON SIGNIFICANT
K18007,21.7746959,22.45750188,17.80545904,25.80016273,NON SIGNIFICANT
K18009,21.2589215,22.00261192,17.34267041,25.6775578,NON SIGNIFICANT
K18011,24.2202751,22.21871656,17.86537449,25.62393331,NON SIGNIFICANT
K18012,22.89363933,22.11699574,17.51958621,25.60573825,NON SIGNIFICANT
K18014,23.11984789,21.6456788,17.02006699,25.48427584,NON SIGNIFICANT
K18023,19.05219207,17.99729621,13.13723608,22.18683558,NON SIGNIFICANT
K18030,23.43601838,22.87768498,18.64220297,25.88912216,NON SIGNIFICANT
K18043,10.29787234,13.60668758,9.398058252,17.6,NON SIGNIFICANT
K18045,21.69151897,20.17671388,14.96420183,24.39066437,NON SIGNIFICANT
K18056,14.93156146,18.82865826,14.22233529,23.00705793,NON SIGNIFICANT
K18058,14.84557335,19.31247056,14.65797006,23.80663906,NON SIGNIFICANT
K18062,7.363636364,6.500797309,3.857142857,9,NON SIGNIFICANT
K18067,25.33159858,22.06746715,17.56671319,25.75668315,NON SIGNIFICANT
K18068,22.30252505,22.03403115,17.40076737,25.73549889,NON SIGNIFICANT
K18069,23.90646008,21.3680148,16.57722428,25.31727971,NON SIGNIFICANT
K18071,23.07630695,21.12715811,16.71663737,25.00512649,NON SIGNIFICANT
K18075,23.69279516,20.24353903,15.44787701,24.73789354,NON SIGNIFICANT
K18081,4.454545455,5.499677568,3.266666667,7,NON SIGNIFICANT
K18089,16.61839701,19.36742056,14.57167589,23.5872764,NON SIGNIFICANT
K18094,11.57831325,14.71887295,9.907216495,19.02970297,NON SIGNIFICANT
K18096,21.1108924,20.49286671,15.84826306,24.55501709,NON SIGNIFICANT
K18098,22.21189933,21.09901145,16.25156554,25.03842667,NON SIGNIFICANT
K18101,22.34490593,20.0983604,15.14515999,24.53046297,NON SIGNIFICANT
K18118,20.94287283,21.045138,15.81276036,25.06459221,NON SIGNIFICANT
K18119,12.89285714,15.46198258,10.89607236,19.78082192,NON SIGNIFICANT
K18122,24.44083386,21.36800365,16.95594094,25.18224679,NON SIGNIFICANT
K18125,6,4.920271429,3,6,NON SIGNIFICANT
K18138,24.30015106,25.05534003,22.50819662,25.99222096,NON SIGNIFICANT
K18139,25.74831574,23.64269656,19.97883746,25.9427612,NON SIGNIFICANT
K18143,17.99584203,19.96894383,15.49161216,24.37907542,NON SIGNIFICANT
K18144,21.91120724,20.64979336,15.81312679,24.86540972,NON SIGNIFICANT
K18148,4.5,4.937271429,3,6,NON SIGNIFICANT
K18149,14.35866529,18.93601342,13.76767524,23.44771314,NON SIGNIFICANT
K18151,18.1086721,19.79902438,15.25676158,24.00163833,NON SIGNIFICANT
K18162,10.84423676,14.6208743,10.32485963,18.61497326,NON SIGNIFICANT
K18164,16.93445793,19.66351337,14.88726899,23.82190795,NON SIGNIFICANT
K18197,22.6770563,21.86805053,17.26466397,25.69911142,NON SIGNIFICANT
K18199,23.52056072,22.25111843,17.89620519,25.75008931,NON SIGNIFICANT
K18200,20.17244769,20.48011395,15.84873715,24.83232878,NON SIGNIFICANT
K18204,14.83565004,19.09028452,14.39139345,23.20745379,NON SIGNIFICANT
K18209,17.2382718,18.58851236,14.14526499,22.79620592,NON SIGNIFICANT
K18214,16.67565574,20.24613302,15.4460229,24.48072723,NON SIGNIFICANT
K18215,23.52378231,23.18475217,19.00449553,25.91526273,NON SIGNIFICANT
K18216,22.99382882,20.68551554,15.95353532,24.93769856,NON SIGNIFICANT
K18219,17.40235294,18.77813544,13.89833813,23.08567201,NON SIGNIFICANT
K18223,23.16972056,22.94178706,18.27628863,25.88392991,NON SIGNIFICANT
K18224,21.65909933,22.25810932,17.61469626,25.74761556,NON SIGNIFICANT
K18225,22.15066123,22.02774548,17.87900294,25.73916342,NON SIGNIFICANT
K18226,22.02776786,21.18637496,16.36813024,24.99140288,NON SIGNIFICANT
K18230,20.61309155,21.83247834,17.54716629,25.73699983,NON SIGNIFICANT
K18232,18.31413422,21.82748356,17.2620562,25.71724513,NON SIGNIFICANT
K18233,18.02395831,21.64989088,16.97015601,25.37596376,NON SIGNIFICANT
K18242,16.18001157,20.26274286,15.25925238,24.53855576,NON SIGNIFICANT
